Race,Date,WPM,Accuracy,Text,Outcome
1851.,2017-03-15 21:44:54,167.70,97%,52,Win (1 of 2)
1850.,2017-03-15 21:41:31,186.63,99%,672,Win (1 of 2)
1849.,2017-03-15 21:37:25,182.15,98%,565,Win (1 of 2)
1848.,2017-03-15 21:34:06,195.29,97%,697,Win (1 of 2)
1847.,2017-03-15 21:33:27,185.25,96%,697,Win (1 of 2)
1846.,2017-03-15 21:32:16,200.68,97%,3621708,Win (1 of 2)
1845.,2017-03-15 21:30:52,189.22,97%,3621708,No win (1 of 1)
1844.,2017-03-15 21:30:24,195.82,97%,3621203,Win (1 of 2)
1843.,2017-03-15 21:01:10,175.21,96%,3621203,Win (1 of 2)
1842.,2017-03-15 20:05:01,185.60,95%,3622213,Win (1 of 2)
1841.,2017-03-14 19:24:43,192.35,99%,15,Win (1 of 2)
1840.,2017-03-14 19:20:31,173.00,97%,3621117,No win (1 of 1)
1839.,2017-03-14 19:19:44,210.65,100%,3550179,Win (1 of 2)
1838.,2017-03-14 15:51:58,212.94,96%,60,Win (1 of 2)
1837.,2017-03-14 15:42:24,190.57,97%,60,Win (1 of 2)
1836.,2017-03-14 15:39:23,174.68,98%,3620202,Win (1 of 2)
1835.,2017-03-13 23:52:11,178.56,94%,3550122,Win (1 of 2)
1834.,2017-03-13 23:44:07,200.48,99%,3620688,Win (1 of 2)
1833.,2017-03-13 23:31:09,208.45,100%,41,Win (1 of 2)
1832.,2017-03-13 23:23:14,191.31,95%,41,Win (1 of 2)
1831.,2017-03-11 03:06:44,181.39,92%,3620036,Win (1 of 3)
1830.,2017-03-11 02:57:25,132.22,83%,3622405,Win (1 of 3)
1829.,2017-03-11 02:53:58,182.73,97%,3621515,Win (1 of 3)
1828.,2017-03-11 02:52:14,172.37,94%,509,Win (1 of 2)
1827.,2017-03-11 02:50:22,159.17,93%,3622295,Win (1 of 2)
1826.,2017-03-11 02:49:33,175.99,95%,496,Win (1 of 2)
1825.,2017-03-11 02:48:44,153.51,85%,294,No win (2 of 5)
1824.,2017-03-11 02:48:08,186.56,100%,3621146,Win (1 of 5)
1823.,2017-03-11 02:47:38,160.26,96%,3620223,Win (1 of 5)
1822.,2017-03-11 02:46:35,187.56,100%,3622280,Win (1 of 5)
1821.,2017-03-11 02:45:32,177.88,94%,3100033,Win (1 of 3)
1820.,2017-03-11 02:43:16,144.61,92%,3622304,Win (1 of 3)
1819.,2017-03-11 02:42:33,179.14,96%,22,Win (1 of 2)
1818.,2017-03-11 02:42:03,154.57,89%,3621250,No win (2 of 4)
1817.,2017-03-11 02:41:13,150.32,92%,3622375,Win (1 of 3)
1816.,2017-03-11 02:40:28,172.49,89%,3620122,Win (1 of 4)
1815.,2017-03-11 02:36:16,167.79,92%,3622300,No win (1 of 1)
1814.,2017-03-10 20:06:34,212.89,100%,3620102,No win (1 of 1)
1813.,2017-03-10 19:53:05,168.97,95%,44,No win (1 of 1)
1812.,2017-03-10 19:50:02,183.80,95%,3622439,Win (1 of 2)
1811.,2017-03-10 19:40:36,166.90,95%,377,Win (1 of 2)
1810.,2017-03-10 19:34:31,176.93,98%,511,Win (1 of 2)
1809.,2017-03-10 19:33:47,177.41,99%,3622289,Win (1 of 3)
1808.,2017-03-10 19:32:48,177.47,97%,3622405,Win (1 of 2)
1807.,2017-03-10 19:32:00,181.37,94%,3100082,Win (1 of 3)
1806.,2017-03-10 19:31:05,181.86,98%,3621986,Win (1 of 3)
1805.,2017-03-10 19:30:22,153.75,94%,3550208,Win (1 of 4)
1804.,2017-03-10 19:29:46,154.49,94%,3622407,Win (1 of 4)
1803.,2017-03-10 19:29:06,166.80,92%,3621224,No win (2 of 3)
1802.,2017-03-10 19:28:40,156.79,95%,3620850,No win (2 of 3)
1801.,2017-03-10 19:27:58,169.52,94%,3621113,No win (2 of 3)
1800.,2017-03-10 19:27:21,175.74,98%,3550001,Win (1 of 3)
1799.,2017-03-10 19:26:21,173.06,97%,3620189,Win (1 of 2)
1798.,2017-03-10 19:26:01,148.62,95%,3620189,Win (1 of 3)
1797.,2017-03-10 19:25:13,150.88,95%,3100101,Win (1 of 2)
1796.,2017-03-10 19:21:02,168.62,99%,3550211,Win (1 of 2)
1795.,2017-03-10 19:10:10,208.19,100%,3620451,Win (1 of 2)
1794.,2017-03-10 19:09:51,145.33,83%,3620451,No win (2 of 4)
1793.,2017-03-10 19:09:14,170.95,93%,3100092,Win (1 of 4)
1792.,2017-03-10 19:08:59,222.11,100%,692,Win (1 of 2)
1791.,2017-03-10 19:08:36,178.93,89%,692,Win (1 of 3)
1790.,2017-03-10 19:08:00,176.74,91%,3620707,Win (1 of 3)
1789.,2017-03-10 19:07:36,209.55,100%,3620253,Win (1 of 2)
1788.,2017-03-10 19:07:12,166.67,94%,3620253,Win (1 of 4)
1787.,2017-03-10 19:06:29,183.14,98%,3550142,Win (1 of 3)
1786.,2017-03-10 19:05:47,155.43,95%,3550043,Win (1 of 3)
1785.,2017-03-10 19:04:55,171.52,93%,369,Win (1 of 3)
1784.,2017-03-10 19:04:07,185.92,94%,3621102,Win (1 of 2)
1783.,2017-03-10 19:03:26,154.68,87%,3621411,Win (1 of 2)
1782.,2017-03-10 19:02:55,209.32,100%,3550116,Win (1 of 2)
1781.,2017-03-10 19:02:30,156.34,90%,3550116,No win (2 of 2)
1780.,2017-03-10 19:01:58,153.68,86%,12,No win (2 of 2)
1779.,2017-03-10 19:01:08,180.29,99%,3100054,Win (1 of 2)
1778.,2017-03-10 19:00:30,129.62,87%,3550126,Win (1 of 2)
1777.,2017-03-10 18:59:56,223.59,100%,3620513,Win (1 of 2)
1776.,2017-03-10 18:59:21,169.37,93%,3620507,Win (1 of 2)
1775.,2017-03-10 18:58:41,188.57,100%,3550126,Win (1 of 2)
1774.,2017-03-10 18:58:04,165.72,97%,53,Win (1 of 2)
1773.,2017-03-10 18:57:23,204.80,100%,3621370,Win (1 of 2)
1772.,2017-03-10 18:56:44,165.97,97%,538,Win (1 of 3)
1771.,2017-03-10 18:55:54,135.42,86%,3621165,Win (1 of 3)
1770.,2017-03-10 18:54:57,193.26,99%,3620270,Win (1 of 4)
1769.,2017-03-10 18:54:09,171.98,98%,37,Win (1 of 3)
1768.,2017-03-10 18:53:34,152.24,94%,3550083,No win (2 of 2)
1767.,2017-03-10 18:52:58,169.38,96%,3621375,Win (1 of 2)
1766.,2017-03-10 18:52:16,144.88,90%,3621182,No win (2 of 3)
1765.,2017-03-10 18:51:37,124.68,87%,508,Win (1 of 2)
1764.,2017-03-10 18:50:58,200.28,100%,3621362,Win (1 of 3)
1763.,2017-03-10 18:50:25,154.33,93%,738,Win (1 of 3)
1762.,2017-03-10 18:49:48,171.34,97%,3100092,Win (1 of 3)
1761.,2017-03-10 18:49:13,165.16,98%,3620720,Win (1 of 2)
1760.,2017-03-10 18:48:25,160.47,96%,3620510,No win (2 of 4)
1759.,2017-03-10 18:47:42,186.94,99%,3620900,Win (1 of 3)
1758.,2017-03-10 18:47:05,130.19,82%,3620043,No win (2 of 4)
1757.,2017-03-10 18:46:21,137.02,94%,3621026,Win (1 of 4)
1756.,2017-03-10 18:45:37,180.55,90%,3100080,Win (1 of 4)
1755.,2017-03-10 18:44:52,179.13,90%,3550221,Win (1 of 3)
1754.,2017-03-10 18:44:15,134.88,73%,3620480,Win (1 of 4)
1753.,2017-03-10 18:43:35,168.35,93%,3620274,Win (1 of 3)
1752.,2017-03-10 18:42:21,240.27,100%,3550141,Win (1 of 2)
1751.,2017-03-10 18:41:04,252.68,100%,3550141,Win (1 of 2)
1750.,2017-03-10 18:40:42,203.48,100%,3620161,No win (1 of 1)
1749.,2017-03-10 18:39:34,203.25,100%,3100054,Win (1 of 2)
1748.,2017-03-10 18:38:20,210.44,100%,3620424,Win (1 of 2)
1747.,2017-03-10 18:32:20,202.83,100%,3620627,Win (1 of 2)
1746.,2017-03-10 18:30:58,160.88,88%,3620627,Win (1 of 2)
1745.,2017-03-10 16:14:53,172.28,94%,3622249,Win (1 of 5)
1744.,2017-03-10 16:14:20,171.59,96%,418,No win (2 of 3)
1743.,2017-03-10 16:12:38,134.92,89%,3550202,Win (1 of 2)
1742.,2017-03-10 16:11:35,172.14,96%,3621163,Win (1 of 2)
1741.,2017-03-10 16:11:06,228.55,100%,3620901,Win (1 of 4)
1740.,2017-03-10 16:10:38,154.15,94%,69,Win (1 of 3)
1739.,2017-03-10 16:09:46,154.21,89%,3621849,Win (1 of 3)
1738.,2017-03-10 16:09:06,165.21,96%,3620376,Win (1 of 4)
1737.,2017-03-10 15:55:48,205.56,95%,3550074,Win (1 of 3)
1736.,2017-03-10 15:52:41,169.87,96%,678,Win (1 of 2)
1735.,2017-03-10 15:50:52,198.42,100%,3620945,No win (1 of 1)
1734.,2017-03-10 15:50:00,203.87,96%,3622007,Win (1 of 2)
1733.,2017-03-10 15:45:48,187.52,93%,3622007,Win (1 of 2)
1732.,2017-03-10 15:44:05,164.33,92%,3622007,No win (2 of 3)
1731.,2017-03-10 15:39:12,169.27,94%,669,Win (1 of 2)
1730.,2017-03-10 15:38:32,147.47,88%,669,Win (1 of 3)
1729.,2017-03-10 15:37:17,190.98,100%,3620254,Win (1 of 2)
1728.,2017-03-10 15:36:26,190.96,99%,3100039,Win (1 of 4)
1727.,2017-03-10 15:35:34,166.22,94%,58,Win (1 of 3)
1726.,2017-03-10 15:03:36,167.93,93%,3100079,Win (1 of 3)
1725.,2017-03-10 14:58:42,170.69,93%,246,Win (1 of 2)
1724.,2017-03-10 14:58:09,164.40,93%,246,Win (1 of 4)
1723.,2017-03-10 14:57:32,162.45,94%,625,Win (1 of 3)
1722.,2017-03-10 14:56:39,147.22,86%,3550055,Win (1 of 3)
1721.,2017-03-10 14:55:42,164.25,89%,3621393,Win (1 of 3)
1720.,2017-03-10 14:54:55,186.36,95%,3622320,Win (1 of 3)
1719.,2017-03-10 14:53:59,139.16,91%,3622309,Win (1 of 2)
1718.,2017-03-10 14:53:10,161.41,91%,3622295,Win (1 of 5)
1717.,2017-03-10 14:52:00,159.17,95%,3550112,Win (1 of 4)
1716.,2017-03-10 14:50:59,159.63,96%,3620145,Win (1 of 2)
1715.,2017-03-10 14:50:28,163.18,89%,3620179,Win (1 of 4)
1714.,2017-03-08 19:34:22,222.31,100%,3621534,Win (1 of 2)
1713.,2017-03-08 19:27:52,164.15,90%,3621534,Win (1 of 3)
1712.,2017-03-08 19:25:48,203.69,100%,3622466,Win (1 of 3)
1711.,2017-03-06 22:50:19,179.08,91%,37,Win (1 of 2)
1710.,2017-03-06 22:45:46,171.32,95%,3620405,Win (1 of 2)
1709.,2017-03-06 22:45:21,163.05,98%,3620405,Win (1 of 2)
1708.,2017-03-06 22:43:29,166.52,96%,3620223,Win (1 of 2)
1707.,2017-03-06 22:40:41,172.94,97%,3100074,Win (1 of 2)
1706.,2017-03-06 22:37:10,163.50,97%,425,Win (1 of 2)
1705.,2017-03-06 22:35:27,174.79,92%,3622449,Win (1 of 2)
1704.,2017-03-06 22:31:15,173.09,93%,127,Win (1 of 2)
1703.,2017-03-06 22:18:09,178.96,97%,3620850,No win (1 of 1)
1702.,2017-03-06 22:17:04,203.90,100%,3550180,No win (1 of 1)
1701.,2017-03-06 03:43:46,243.81,100%,3550221,Win (1 of 2)
1700.,2017-03-06 03:43:14,243.77,100%,3550221,Win (1 of 2)
1699.,2017-03-06 03:39:28,246.34,100%,3550074,Win (1 of 2)
1698.,2017-03-06 03:03:04,243.29,100%,3620010,Win (1 of 2)
1697.,2017-03-06 02:09:44,241.55,100%,3550141,Win (1 of 2)
1696.,2017-03-04 16:49:02,237.02,100%,3620010,Win (1 of 2)
1695.,2017-03-04 16:29:57,230.60,100%,3620010,Win (1 of 2)
1694.,2017-03-04 16:16:06,244.14,100%,3620021,Win (1 of 2)
1693.,2017-03-04 16:15:08,243.30,100%,3620021,Win (1 of 2)
1692.,2017-03-04 01:24:04,276.16,100%,3550141,Win (1 of 2)
1691.,2017-03-04 01:22:27,239.82,100%,3550141,Win (1 of 2)
1690.,2017-03-03 22:56:28,222.33,100%,3622094,No win (1 of 1)
1689.,2017-03-03 22:05:25,209.57,98%,3622016,Win (1 of 2)
1688.,2017-03-03 22:04:26,205.54,99%,3622297,Win (1 of 2)
1687.,2017-03-03 22:02:38,207.47,100%,3621441,Win (1 of 2)
1686.,2017-03-03 21:58:36,222.62,100%,3622348,Win (1 of 2)
1685.,2017-03-03 21:54:08,240.35,97%,3550074,Win (1 of 2)
1684.,2017-03-03 21:53:19,218.34,99%,3550074,Win (1 of 2)
1683.,2017-03-03 21:51:58,213.50,100%,3622202,No win (1 of 1)
1682.,2017-03-03 21:43:31,209.91,100%,12,No win (1 of 1)
1681.,2017-03-03 21:42:39,226.74,100%,3550157,Win (1 of 2)
1680.,2017-03-03 21:39:52,202.97,99%,3550157,Win (1 of 2)
1679.,2017-03-02 19:20:39,180.90,95%,9,No win (1 of 1)
1678.,2017-03-02 19:19:56,190.98,99%,3621200,No win (1 of 1)
1677.,2017-03-02 19:11:58,209.53,100%,3621975,No win (1 of 1)
1676.,2017-03-01 23:32:07,212.53,100%,3550103,Win (1 of 2)
1675.,2017-03-01 23:31:50,186.91,98%,3550103,Win (1 of 2)
1674.,2017-03-01 23:29:39,205.16,100%,3621229,No win (1 of 1)
1673.,2017-03-01 23:28:55,195.11,94%,359,Win (1 of 2)
1672.,2017-03-01 23:28:20,205.28,94%,359,Win (1 of 2)
1671.,2017-03-01 23:19:58,242.35,100%,3620010,Win (1 of 2)
1670.,2017-03-01 23:11:26,244.57,100%,3620010,Win (1 of 2)
1669.,2017-03-01 23:10:17,146.98,95%,3622243,No win (1 of 1)
1668.,2017-03-01 21:55:34,200.04,100%,3621324,Win (1 of 2)
1667.,2017-03-01 21:52:39,169.26,92%,3621520,No win (1 of 1)
1666.,2017-03-01 21:49:16,193.46,95%,89,Win (1 of 2)
1665.,2017-03-01 21:46:58,179.66,93%,89,No win (1 of 1)
1664.,2017-03-01 21:44:34,171.98,97%,3622370,No win (1 of 1)
1663.,2017-03-01 21:42:27,198.57,97%,144,Win (1 of 2)
1662.,2017-03-01 21:37:22,171.00,98%,3622416,Win (1 of 2)
1661.,2017-03-01 21:36:42,160.93,96%,3622416,Win (1 of 2)
1660.,2017-03-01 21:31:35,187.54,93%,117,Win (1 of 2)
1659.,2017-03-01 21:28:13,190.83,94%,3100013,Win (1 of 2)
1658.,2017-03-01 21:26:57,187.35,99%,97,Win (1 of 2)
1657.,2017-03-01 19:05:42,220.87,99%,3622454,Win (1 of 2)
1656.,2017-03-01 19:04:53,158.18,94%,462,No win (1 of 1)
1655.,2017-03-01 19:03:21,195.65,96%,3622346,No win (1 of 1)
1654.,2017-03-01 19:02:23,200.67,97%,3620258,Win (1 of 2)
1653.,2017-03-01 19:00:05,183.27,99%,3550170,Win (1 of 2)
1652.,2017-03-01 18:57:53,195.69,98%,3621135,Win (1 of 2)
1651.,2017-03-01 18:57:11,182.74,97%,3621135,Win (1 of 2)
1650.,2017-03-01 18:54:53,192.04,99%,3622374,Win (1 of 2)
1649.,2017-03-01 18:53:33,172.68,96%,3622259,Win (1 of 2)
1648.,2017-03-01 18:52:29,186.84,98%,3621108,Win (1 of 2)
1647.,2017-03-01 01:35:10,171.63,95%,473,Win (1 of 2)
1646.,2017-03-01 01:24:53,197.20,95%,3622077,Win (1 of 2)
1645.,2017-03-01 01:24:32,173.62,95%,3622077,Win (1 of 2)
1644.,2017-03-01 01:23:41,195.40,97%,3550028,Win (1 of 2)
1643.,2017-03-01 01:21:59,193.04,95%,3100080,Win (1 of 2)
1642.,2017-03-01 01:21:10,188.38,96%,3620171,Win (1 of 2)
1641.,2017-03-01 01:20:49,179.18,97%,3620171,Win (1 of 2)
1640.,2017-03-01 01:18:31,177.55,96%,3550004,Win (1 of 2)
1639.,2017-03-01 01:17:20,228.79,100%,319,Win (1 of 2)
1638.,2017-03-01 01:12:48,189.27,100%,302,Win (1 of 2)
1637.,2017-03-01 01:12:04,173.69,97%,302,Win (1 of 2)
1636.,2017-03-01 01:09:46,186.60,94%,3621757,Win (1 of 2)
1635.,2017-03-01 01:09:04,175.77,96%,3621757,Win (1 of 2)
1634.,2017-03-01 01:06:23,175.32,97%,386,No win (1 of 1)
1633.,2017-03-01 01:03:26,212.52,100%,3620270,Win (1 of 2)
1632.,2017-03-01 01:01:38,198.46,100%,361,No win (1 of 1)
1631.,2017-03-01 00:59:05,187.23,98%,3620163,Win (1 of 2)
1630.,2017-03-01 00:57:19,174.91,93%,3620163,No win (1 of 1)
1629.,2017-03-01 00:56:19,177.77,97%,3621815,Win (1 of 2)
1628.,2017-03-01 00:55:57,165.22,94%,3621815,Win (1 of 2)
1627.,2017-03-01 00:53:51,193.37,96%,3622450,Win (1 of 2)
1626.,2017-03-01 00:53:09,177.11,94%,3622450,Win (1 of 2)
1625.,2017-03-01 00:47:03,207.37,100%,3620073,Win (1 of 2)
1624.,2017-03-01 00:42:44,152.95,97%,3622264,No win (1 of 1)
1623.,2017-02-28 23:12:39,188.02,97%,3620470,No win (2 of 2)
1622.,2017-02-28 23:11:49,182.49,98%,3620470,No win (1 of 1)
1621.,2017-02-28 23:11:13,192.87,99%,3620624,Win (1 of 2)
1620.,2017-02-28 23:10:06,196.21,100%,519,Win (1 of 2)
1619.,2017-02-28 23:09:13,150.87,95%,168,Win (1 of 2)
1618.,2017-02-28 23:07:22,194.59,92%,3621438,Win (1 of 2)
1617.,2017-02-28 23:06:51,174.14,90%,3621438,Win (1 of 2)
1616.,2017-02-28 23:04:21,185.03,91%,3550000,Win (1 of 2)
1615.,2017-02-28 23:02:56,167.01,93%,3550000,Win (1 of 2)
1614.,2017-02-28 22:59:41,226.84,100%,3621195,Win (1 of 2)
1613.,2017-02-28 22:56:39,177.72,99%,3621195,No win (1 of 1)
1612.,2017-02-28 22:55:14,168.26,95%,3621478,Win (1 of 2)
1611.,2017-02-28 22:54:30,161.64,89%,3621478,Win (1 of 2)
1610.,2017-02-28 22:53:42,188.93,99%,3620374,Win (1 of 2)
1609.,2017-02-28 22:53:01,174.15,97%,3620374,No win (1 of 1)
1608.,2017-02-28 22:52:32,179.23,93%,3622427,Win (1 of 2)
1607.,2017-02-28 22:49:37,200.73,98%,3621755,Win (1 of 2)
1606.,2017-02-28 22:48:59,184.42,99%,3100108,Win (1 of 2)
1605.,2017-02-28 22:46:57,160.72,94%,3622406,No win (1 of 1)
1604.,2017-02-28 22:45:35,190.01,94%,421,Win (1 of 2)
1603.,2017-02-28 22:45:02,180.54,96%,421,Win (1 of 2)
1602.,2017-02-28 22:43:25,200.71,97%,261,Win (1 of 2)
1601.,2017-02-28 22:39:24,238.22,100%,3620021,Win (1 of 2)
1600.,2017-02-28 22:39:06,199.89,97%,3620021,Win (1 of 2)
1599.,2017-02-28 22:38:25,186.18,97%,384,Win (1 of 2)
1598.,2017-02-28 22:35:22,185.83,99%,3100051,Win (1 of 2)
1597.,2017-02-28 22:34:06,198.67,99%,649,Win (1 of 2)
1596.,2017-02-28 22:31:20,176.09,97%,3100049,No win (1 of 1)
1595.,2017-02-28 22:29:36,199.12,96%,3622466,Win (1 of 2)
1594.,2017-02-28 22:28:32,179.35,94%,3622429,Win (1 of 2)
1593.,2017-02-28 22:28:01,157.24,90%,3622429,Win (1 of 2)
1592.,2017-02-28 22:26:34,155.95,95%,3622353,No win (1 of 1)
1591.,2017-02-28 22:22:13,190.78,91%,3622022,Win (1 of 2)
1590.,2017-02-28 22:21:01,153.26,95%,3550208,Win (1 of 2)
1589.,2017-02-28 22:18:25,189.73,97%,3550055,Win (1 of 2)
1588.,2017-02-28 22:16:27,210.04,95%,3621132,No win (1 of 1)
1587.,2017-02-28 22:15:35,203.23,97%,178,Win (1 of 2)
1586.,2017-02-28 22:14:47,182.47,92%,178,No win (1 of 1)
1585.,2017-02-28 22:14:21,194.11,99%,5,No win (1 of 1)
1584.,2017-02-28 22:13:55,178.12,99%,637,No win (1 of 1)
1583.,2017-02-28 22:13:34,198.97,99%,245,No win (1 of 1)
1582.,2017-02-28 22:13:04,180.30,93%,222,Win (1 of 2)
1581.,2017-02-28 22:11:09,196.16,100%,3550001,Win (1 of 2)
1580.,2017-02-28 22:09:49,178.23,95%,3621983,Win (1 of 2)
1579.,2017-02-28 22:08:25,179.57,96%,373,Win (1 of 2)
1578.,2017-02-28 22:07:45,167.71,91%,373,No win (1 of 1)
1577.,2017-02-28 22:04:31,203.47,97%,209,No win (1 of 1)
1576.,2017-02-28 20:44:50,179.64,97%,3620096,Win (1 of 2)
1575.,2017-02-28 20:44:30,175.34,92%,3620096,Win (1 of 2)
1574.,2017-02-28 20:43:44,174.37,100%,3550020,No win (1 of 1)
1573.,2017-02-27 21:35:12,178.70,96%,3550002,Win (1 of 3)
1572.,2017-02-27 21:34:41,167.38,89%,3621779,No win (2 of 2)
1571.,2017-02-27 21:32:56,170.62,95%,3622262,Win (1 of 2)
1570.,2017-02-27 21:32:19,146.49,90%,3622262,Win (1 of 3)
1569.,2017-02-27 21:30:31,186.56,96%,447,Win (1 of 4)
1568.,2017-02-27 21:30:01,182.25,93%,26,Win (1 of 3)
1567.,2017-02-27 21:29:24,183.19,97%,3550006,No win (2 of 2)
1566.,2017-02-27 21:28:46,177.56,98%,219,Win (1 of 2)
1565.,2017-02-27 21:27:55,194.21,95%,3550225,Win (1 of 2)
1564.,2017-02-27 21:27:05,202.47,97%,3621512,Win (1 of 2)
1563.,2017-02-27 21:23:27,196.44,98%,100,Win (1 of 2)
1562.,2017-02-27 21:21:33,197.36,98%,492,Win (1 of 2)
1561.,2017-02-27 21:20:35,192.03,99%,492,No win (1 of 1)
1560.,2017-02-27 21:20:13,145.26,94%,3622186,Win (1 of 2)
1559.,2017-02-27 21:18:42,166.98,94%,3620457,No win (1 of 1)
1558.,2017-02-27 21:17:49,166.04,97%,21,Win (1 of 2)
1557.,2017-02-27 21:16:56,180.79,97%,129,Win (1 of 2)
1556.,2017-02-27 20:56:23,205.87,100%,338,No win (1 of 1)
1555.,2017-02-24 19:42:11,210.83,99%,3622365,Win (1 of 2)
1554.,2017-02-24 19:41:26,193.80,95%,3622365,No win (1 of 1)
1553.,2017-02-24 19:39:37,187.28,94%,3621503,Win (1 of 2)
1552.,2017-02-24 19:36:18,163.32,94%,3622403,Win (1 of 2)
1551.,2017-02-24 19:35:36,159.77,95%,3622403,Win (1 of 2)
1550.,2017-02-24 19:25:20,207.80,98%,3621479,Win (1 of 2)
1549.,2017-02-24 19:17:39,180.14,97%,3621479,No win (1 of 1)
1548.,2017-02-24 19:15:32,193.90,97%,3620266,Win (1 of 2)
1547.,2017-02-24 19:12:41,173.89,96%,3621522,Win (1 of 2)
1546.,2017-02-24 05:20:44,165.49,95%,3622413,Win (1 of 2)
1545.,2017-02-24 05:19:16,174.52,97%,3622271,Win (1 of 2)
1544.,2017-02-24 05:17:45,171.56,98%,3620998,Win (1 of 2)
1543.,2017-02-24 05:16:55,170.15,95%,3620998,Win (1 of 2)
1542.,2017-02-24 05:14:49,192.03,98%,3100081,No win (1 of 1)
1541.,2017-02-24 05:14:09,187.90,97%,3620146,Win (1 of 2)
1540.,2017-02-24 05:12:57,209.44,99%,362,Win (1 of 2)
1539.,2017-02-24 05:12:29,196.40,94%,362,No win (1 of 1)
1538.,2017-02-24 05:12:00,208.63,100%,3622202,No win (1 of 1)
1537.,2017-02-24 05:11:13,212.22,100%,3620305,Win (1 of 2)
1536.,2017-02-24 05:10:38,182.13,97%,3620305,Win (1 of 2)
1535.,2017-02-24 05:09:22,164.17,97%,290,No win (1 of 1)
1534.,2017-02-24 05:08:22,152.60,98%,277,Win (1 of 2)
1533.,2017-02-24 05:04:37,185.47,98%,346,Win (1 of 2)
1532.,2017-02-24 05:02:48,186.32,95%,442,Win (1 of 2)
1531.,2017-02-24 04:59:35,195.82,100%,3621523,No win (1 of 1)
1530.,2017-02-24 04:59:12,152.85,96%,3622190,No win (1 of 1)
1529.,2017-02-24 04:58:30,193.29,91%,3550074,No win (1 of 1)
1528.,2017-02-24 04:58:10,187.58,92%,50,No win (1 of 1)
1527.,2017-02-24 04:57:46,173.68,97%,3100084,No win (1 of 1)
1526.,2017-02-24 04:57:12,183.29,95%,3622213,No win (1 of 1)
1525.,2017-02-24 04:56:21,178.11,97%,149,No win (1 of 1)
1524.,2017-02-24 04:55:45,186.05,99%,360,No win (1 of 1)
1523.,2017-02-24 04:55:19,177.04,99%,3621100,No win (1 of 1)
1522.,2017-02-24 04:54:47,171.29,98%,140,No win (1 of 1)
1521.,2017-02-24 04:40:09,199.01,100%,26,No win (1 of 1)
1520.,2017-02-24 04:39:42,206.52,100%,3550157,Win (1 of 2)
1519.,2017-02-24 04:38:58,180.77,99%,3550097,Win (1 of 2)
1518.,2017-02-24 04:37:47,191.86,92%,3550152,Win (1 of 2)
1517.,2017-02-24 04:36:53,176.39,97%,3621222,No win (1 of 1)
1516.,2017-02-24 04:36:26,172.98,98%,523,Win (1 of 2)
1515.,2017-02-24 04:34:13,174.89,95%,3620145,Win (1 of 2)
1514.,2017-02-24 04:33:06,182.61,98%,318,Win (1 of 2)
1513.,2017-02-24 04:31:08,201.11,99%,3550176,No win (1 of 1)
1512.,2017-02-24 04:02:10,174.30,97%,589,No win (1 of 1)
1511.,2017-02-24 04:01:18,176.84,95%,89,No win (1 of 1)
1510.,2017-02-24 04:00:39,177.16,97%,85,No win (1 of 1)
1509.,2017-02-24 04:00:07,179.35,98%,3622283,No win (1 of 1)
1508.,2017-02-24 03:58:54,182.58,99%,422,No win (1 of 1)
1507.,2017-02-24 03:58:24,179.09,97%,703,Win (1 of 2)
1506.,2017-02-24 03:56:58,181.75,96%,3622433,Win (1 of 2)
1505.,2017-02-24 03:56:26,170.55,95%,3622433,No win (1 of 1)
1504.,2017-02-24 03:55:58,207.94,100%,3550012,No win (1 of 1)
1503.,2017-02-24 03:55:26,204.10,99%,3100076,Win (1 of 2)
1502.,2017-02-24 03:55:08,182.23,98%,3100076,No win (1 of 1)
1501.,2017-02-24 03:54:47,172.81,97%,3622386,Win (1 of 2)
1500.,2017-02-24 03:54:09,166.82,95%,3622386,No win (1 of 1)
1499.,2017-02-24 03:53:14,174.37,99%,3622378,No win (1 of 1)
1498.,2017-02-24 03:52:38,178.63,100%,3622351,Win (1 of 2)
1497.,2017-02-24 03:51:38,189.29,98%,3622359,No win (1 of 1)
1496.,2017-02-24 03:50:24,185.62,95%,3622472,Win (1 of 2)
1495.,2017-02-24 03:49:09,161.60,94%,3622472,No win (1 of 1)
1494.,2017-02-24 03:48:19,192.56,97%,588,No win (1 of 1)
1493.,2017-02-24 03:47:42,168.03,95%,3620920,Win (1 of 2)
1492.,2017-02-24 03:46:11,164.77,96%,65,Win (1 of 2)
1491.,2017-02-24 03:39:54,172.69,95%,3100079,No win (1 of 1)
1490.,2017-02-24 03:39:18,187.24,98%,51,Win (1 of 2)
1489.,2017-02-24 03:38:27,177.22,99%,3622301,Win (1 of 2)
1488.,2017-02-24 03:36:11,189.80,99%,3621217,No win (1 of 1)
1487.,2017-02-24 03:34:43,166.89,96%,3622244,No win (1 of 1)
1486.,2017-02-24 03:33:52,171.41,95%,3100053,No win (1 of 1)
1485.,2017-02-24 03:33:19,177.89,99%,3620580,No win (1 of 1)
1484.,2017-02-23 20:09:06,164.75,96%,530,Win (1 of 3)
1483.,2017-02-23 20:07:32,193.41,98%,3620332,Win (1 of 4)
1482.,2017-02-23 20:06:58,169.20,92%,3100019,Win (1 of 4)
1481.,2017-02-23 20:06:23,200.37,97%,3550180,Win (1 of 2)
1480.,2017-02-23 20:05:40,163.44,92%,3550180,Win (1 of 5)
1479.,2017-02-23 20:05:12,166.06,93%,3621165,Win (1 of 2)
